LAT,LON,LEVEL,DATE,TIME,VALUE
42.538808,19.338553,0,20230507,12,307.9932
42.537211,19.368882,0,20230507,12,309.4031
42.535605,19.399208,0,20230507,12,304.2354
42.533991,19.429533,0,20230507,12,301.0632
42.532368,19.459856,0,20230507,12,298.7128
42.530736,19.490177,0,20230507,12,304.9637
42.529095,19.520497,0,20230507,12,303.8457
42.527446,19.550815,0,20230507,12,301.901
42.525788,19.581131,0,20230507,12,295.3734
42.524121,19.611445,0,20230507,12,298.4505
42.522445,19.641758,0,20230507,12,302.2024
42.520761,19.672068,0,20230507,12,296.8988
42.519068,19.702377,0,20230507,12,297.2299
42.517367,19.732685,0,20230507,12,296.5822
42.515657,19.76299,0,20230507,12,297.0991
42.513938,19.793294,0,20230507,12,296.9107
42.51221,19.823596,0,20230507,12,298.4658
42.510474,19.853896,0,20230507,12,298.3809
42.508729,19.884194,0,20230507,12,297.7595
42.506975,19.91449,0,20230507,12,297.1628
42.505213,19.944784,0,20230507,12,300.3918
42.503442,19.975077,0,20230507,12,300.8069
42.501662,20.005368,0,20230507,12,299.3757
42.499873,20.035656,0,20230507,12,301.3535
42.498076,20.065943,0,20230507,12,303.1472
42.496271,20.096228,0,20230507,12,308.4346
42.494456,20.126511,0,20230507,12,304.7863
42.492633,20.156793,0,20230507,12,307.8056
42.490801,20.187072,0,20230507,12,302.4324
42.488961,20.217349,0,20230507,12,299.9657
42.487111,20.247625,0,20230507,12,304.4467
42.485253,20.277898,0,20230507,12,314.1066
42.483387,20.308169,0,20230507,12,318.771
42.481512,20.338439,0,20230507,12,319.8286
42.479628,20.368706,0,20230507,12,319.4331
42.477735,20.398972,0,20230507,12,319.6393
42.475834,20.429235,0,20230507,12,319.5366
42.473924,20.459497,0,20230507,12,318.0231
42.472005,20.489756,0,20230507,12,317.2303
42.470078,20.520014,0,20230507,12,317.0283
42.468142,20.550269,0,20230507,12,319.3635
42.466198,20.580523,0,20230507,12,315.7168
42.464244,20.610774,0,20230507,12,310.246
42.462282,20.641023,0,20230507,12,305.9237
42.460312,20.67127,0,20230507,12,305.5349
42.458332,20.701515,0,20230507,12,306.3235
42.456344,20.731758,0,20230507,12,311.1781
42.454348,20.761999,0,20230507,12,310.3683
42.452343,20.792238,0,20230507,12,312.2451
42.450329,20.822475,0,20230507,12,310.6475
42.448306,20.852709,0,20230507,12,307.1494
42.446275,20.882942,0,20230507,12,305.4068
42.444235,20.913172,0,20230507,12,304.9331
42.442186,20.9434,0,20230507,12,301.7135
42.440129,20.973626,0,20230507,12,303.2804
42.438063,21.00385,0,20230507,12,305.209
42.435989,21.034072,0,20230507,12,309.3785
42.433905,21.064291,0,20230507,12,310.516
42.431814,21.094508,0,20230507,12,311.1696
42.429713,21.124723,0,20230507,12,311.8648
42.427604,21.154936,0,20230507,12,310.3886
42.425486,21.185147,0,20230507,12,309.9651
42.42336,21.215355,0,20230507,12,310.2469
42.421225,21.245561,0,20230507,12,308.8836
42.419081,21.275765,0,20230507,12,306.7641
42.416929,21.305967,0,20230507,12,307.7105
42.414768,21.336166,0,20230507,12,308.0127
42.412598,21.366363,0,20230507,12,309.522
42.41042,21.396558,0,20230507,12,311.3784
42.408233,21.426751,0,20230507,12,312.5837
42.406037,21.456941,0,20230507,12,312.5642
42.403833,21.487129,0,20230507,12,313.2475
42.40162,21.517314,0,20230507,12,311.1076
42.399398,21.547497,0,20230507,12,309.1824
42.397168,21.577678,0,20230507,12,309.2147
42.39493,21.607857,0,20230507,12,311.0007
42.392682,21.638033,0,20230507,12,308.2928
42.390426,21.668207,0,20230507,12,311.3945
42.388162,21.698378,0,20230507,12,318.0163
42.385888,21.728547,0,20230507,12,318.3907
42.383606,21.758714,0,20230507,12,316.6039
42.381316,21.788878,0,20230507,12,313.6346
42.379017,21.81904,0,20230507,12,311.3971
42.376709,21.8492,0,20230507,12,311.7638
42.374392,21.879357,0,20230507,12,312.644
42.372067,21.909511,0,20230507,12,313.0311
42.369734,21.939664,0,20230507,12,312.6907
42.367391,21.969813,0,20230507,12,309.7223
42.36504,21.999961,0,20230507,12,304.5741
42.362681,22.030105,0,20230507,12,302.7329
42.360313,22.060248,0,20230507,12,303.7362
42.357936,22.090387,0,20230507,12,305.5434
42.355551,22.120525,0,20230507,12,302.0216
42.353157,22.15066,0,20230507,12,301.3883
42.350754,22.180792,0,20230507,12,297.0974
42.348343,22.210922,0,20230507,12,301.7907
42.345923,22.241049,0,20230507,12,302.2151
42.343495,22.271174,0,20230507,12,297.8385
42.341058,22.301296,0,20230507,12,303.3585
42.338612,22.331415,0,20230507,12,299.5464
42.336158,22.361533,0,20230507,12,301.6014
42.333695,22.391647,0,20230507,12,302.8679
42.331223,22.421759,0,20230507,12,304.6632
42.328743,22.451868,0,20230507,12,305.327
42.326255,22.481975,0,20230507,12,305.8719
42.323757,22.512079,0,20230507,12,305.8872
42.321251,22.54218,0,20230507,12,305.4025
42.318737,22.572279,0,20230507,12,303.839
42.316214,22.602376,0,20230507,12,304.0028
42.313682,22.632469,0,20230507,12,306.5188
42.311142,22.66256,0,20230507,12,311.1568
42.308593,22.692648,0,20230507,12,311.5634
42.306036,22.722734,0,20230507,12,312.2552
42.328285,4.873801,0,20230507,12,289.7023
42.330844,4.903898,0,20230507,12,289.6989
42.333394,4.933998,0,20230507,12,289.704
42.335935,4.9641,0,20230507,12,289.715
42.338468,4.994205,0,20230507,12,289.7125
42.340992,5.024313,0,20230507,12,289.7414
42.343507,5.054423,0,20230507,12,289.7668
42.346014,5.084536,0,20230507,12,289.7787
42.348513,5.114652,0,20230507,12,289.8254
42.351002,5.14477,0,20230507,12,289.8644
42.353483,5.174891,0,20230507,12,289.8755
42.355956,5.205014,0,20230507,12,289.9213
42.35842,5.23514,0,20230507,12,289.9714
42.360875,5.265269,0,20230507,12,289.9909
42.363322,5.2954,0,20230507,12,290.0266
